NATAL,9,3,1008.1,1009.13,1010.7
NATAL,14,3,1010.5,1010.07,1009.3
NATAL,19,1,1008.8,1009,1009.2
NATAL,21,1,1009.2,1009.4,1009.7
NATAL,23,1,1009.7,1010.2,1010.5
NATAL,2,3,1010.8,1010.57,1009.1
NATAL,3,1,1010.1,1009.6,1009.2
NATAL,20,1,1007.5,1007.6,1007.9
NATAL,23,3,1008.2,1008.77,1008.5
NATAL,12,2,1008.1,1008.45,1007.5
NATAL,11,2,1008.5,1009.3,1009.1
NATAL,3,1,1007.8,1007.7,1007.4
NATAL,14,2,1008.7,1008.15,1006.9
NATAL,21,3,1007,1007.77,1008.4
NATAL,1,4,1008.4,1007.92,1006.8
NATAL,6,11,1006.8,1007.48,1006.2
NATAL,6,4,1007.9,1008.4,1009.5
NATAL,17,5,1007.8,1008.08,1008.7
NATAL,4,1,1008.4,1007.9,1007.4
NATAL,9,3,1007.9,1009,1009.5
NATAL,16,1,1010.1,1009.6,1009.4
NATAL,2,2,1011.1,1010.5,1009.4
NATAL,4,1,1009.7,1009.2,1008.6
NATAL,6,6,1008.6,1009.45,1011
NATAL,7,1,1007.3,1007.4,1007.7
NATAL,16,1,1008.4,1007.9,1007.2
NATAL,11,1,1008.1,1008.6,1008.9
NATAL,17,1,1007.4,1006.8,1006.3
NATAL,13,1,1010.7,1010.4,1009.8
NATAL,20,1,1007.8,1008.1,1008.5
NATAL,1,1,1010,1009.9,1009.6
NATAL,7,2,1008.9,1009.25,1009.6
NATAL,10,2,1009.6,1010.65,1010.9
NATAL,16,1,1009.5,1009,1008.3
NATAL,22,1,1009.1,1009.7,1009.9
NATAL,6,1,1008.3,1008.1,1008.3
NATAL,8,1,1008.3,1008.9,1009.1
NATAL,12,1,1012,1012.4,1012.3
NATAL,1,1,1011.1,1011.4,1011.3
NATAL,3,1,1008.9,1008.3,1007.7
NATAL,3,2,1008.1,1007.6,1006.9
